pair_id	baseline_rg	partial_BMI	partial_SBP	partial_ApoB	partial_FG	partial_SMK	partial_SLEEP	best_single_exposure	best_single_rg	best_single_attenuation	joint_rg	joint_attenuation	additional_joint_attenuation	joint_vs_best_single_ratio	disease1	disease2
AAA_enthesopathy_upper	0.1162273642200094	0.066204	0.116132	0.09548	0.113319	0.030289	0.114024	SMK	0.030289	0.0859383642200094	-0.018476125419148726	0.09775123880086067	0.011812874580851274	0.10163591560495527	AAA	enthesopathy_upper
AAA_essential_tremor	0.09788107757366435	0.086826	0.097788	0.096552	0.100541	0.104006	0.095814	BMI	0.086826	0.011055077573664349	0.0936139771893222	0.004267100384342151	-0.006787977189322197	-0.06934922824295259	AAA	essential_tremor
AAA_female_genital_prolapse	0.08891196749669909	0.07651	0.089221	0.087589	0.086513	0.068728	0.088162	SMK	0.068728	0.020183967496699096	0.06335454806674197	0.025557419429957123	0.005373451933258028	0.06043564308097805	AAA	female_genital_prolapse
AAA_fibromatosis	0.045240880983091494	0.065503	0.045296	0.042355	0.046044	0.01734	0.045398	SMK	0.01734	0.027900880983091493	0.03414716588564106	0.011093715097450434	-0.01680716588564106	-0.371503947766239	AAA	fibromatosis
AAA_fibromyalgia	0.19270311901877926	0.131753	0.192876	0.198933	0.190955	0.100502	0.192065	SMK	0.100502	0.09220111901877927	0.06957144235095851	0.12313167666782075	0.030930557649041485	0.16050885842707738	AAA	fibromyalgia
AAA_gastritis_duodenitis	0.1197921476005593	0.05615	0.119631	0.106042	0.116882	0.027222	0.117328	SMK	0.027222	0.0925701476005593	-0.02837229100907861	0.09141985659148069	-0.0011502910090786106	-0.009602390741955777	AAA	gastritis_duodenitis
AAA_glaucoma	0.007908021552155371	0.019563	0.007514	0.011852	0.005611	0.01892	0.008513	FG	0.005611	0.0022970215521553716	0.031736024953295146	-0.023828003401139775	-0.026125024953295148	-3.303610742711575	AAA	glaucoma
AAA_GORD	0.19605163708317108	0.13568	0.196082	0.181763	0.19322	0.124707	0.194559	SMK	0.124707	0.07134463708317108	0.07077248162871351	0.12527915545445756	0.05393451837128649	0.2751036368464795	AAA	GORD
AAA_gout	0.17554071657615813	0.083974	0.178899	0.165333	0.172216	0.15021	0.174288	BMI	0.083974	0.09156671657615814	0.071980027641026	0.10356068893513214	0.011993972358973995	0.06832587101677019	AAA	gout
AAA_HF	0.29342127366891246	0.194286	0.314326	0.312454	0.293695	0.229622	0.292998	BMI	0.194286	0.09913527366891248	0.19155869088595165	0.10186258278296081	0.0027273091140483374	0.009294858140128412	AAA	HF
AAA_hypertension	0.30710779409146016	0.235866	0.436374	0.334001	0.308139	0.277733	0.306274	BMI	0.235866	0.07124179409146017	0.3691986027100228	-0.06209080861856264	-0.1333326027100228	-0.4341557110410388	AAA	hypertension
AAA_hyperthyroid	0.2750396929090442	0.268193	0.276408	0.282396	0.273411	0.261861	0.276807	SMK	0.261861	0.013178692909044165	0.2735557058234283	0.0014839870856158677	-0.011694705823428297	-0.042520065739368555	AAA	hyperthyroid
AAA_hypothyroid	0.0571179327626086	0.020155	0.057112	0.061281	0.056596	0.028025	0.056917	BMI	0.020155	0.0369629327626086	0.005726887173630099	0.0513910455889785	0.0144281128263699	0.25260215362372235	AAA	hypothyroid
AAA_IBS	0.056394050549958295	0.055012	0.056636	0.067194	0.056086	0.023876	0.054024	SMK	0.023876	0.032518050549958294	0.0404799723887356	0.015914078161222693	-0.0166039723887356	-0.2944277317697989	AAA	IBS
AAA_IDA	0.1313619721814539	0.047142	0.132843	0.125162	0.126848	0.067533	0.129067	BMI	0.047142	0.0842199721814539	0.0027655504609600218	0.12859642172049388	0.044376449539039985	0.3378180823727401	AAA	IDA
AAA_insomnia	0.2915691347569911	0.277087	0.292691	0.30504	0.289865	0.208808	0.308455	SMK	0.208808	0.0827611347569911	0.2555049731383382	0.03606416161865289	-0.046696973138338205	-0.16015746377701431	AAA	insomnia
AAA_intervert_disc	0.17011943360769388	0.115945	0.17005	0.16569	0.167584	0.091795	0.168378	SMK	0.091795	0.07832443360769388	0.05376907890450486	0.11635035470318902	0.038025921095495144	0.22352485127116817	AAA	intervert_disc
AAA_isch_stroke_tia	0.2840297219800206	0.239255	0.297278	0.301263	0.282177	0.23226	0.283296	SMK	0.23226	0.05176972198002058	0.22800355529878033	0.05602616668124025	0.004256444701219664	0.014985912993708009	AAA	isch_stroke_tia
AAA_migraine	0.2536168303063142	0.254869	0.253729	0.248203	0.256359	0.228535	0.252629	SMK	0.228535	0.025081830306314223	0.22816308990119377	0.02545374040512044	0.0003719100988062163	0.0014664251515052427	AAA	migraine
AAA_OA	0.2619573036539439	0.176052	0.26192	0.26438	0.260151	0.210639	0.262925	BMI	0.176052	0.08590530365394389	0.1553165317991617	0.10664077185478218	0.020735468200838297	0.07915590789646654	AAA	OA
AAA_osteoporosis	0.031851323392206775	0.080375	0.032313	0.042412	0.036309	0.02004	0.029893	SMK	0.02004	0.011811323392206776	0.07187188843429484	-0.04002056504208807	-0.05183188843429484	-1.6273072172246636	AAA	osteoporosis
AAA_periph_neuro	0.26923413042095584	0.186396	0.269435	0.257673	0.279846	0.192524	0.271693	BMI	0.186396	0.08283813042095584	0.1415318328500511	0.12770229757090473	0.0448641671499489	0.16663625477127433	AAA	periph_neuro
AAA_peripheral_arterial	0.4629748488149627	0.406475	0.505452	0.446303	0.465923	0.38762	0.46467	SMK	0.38762	0.07535484881496268	0.37057731317250353	0.09239753564245917	0.01704268682749649	0.03681125847574486	AAA	peripheral_arterial
AAA_PMR	0.12365779739407692	0.106876	0.123508	0.123348	0.122817	0.111419	0.121934	BMI	0.106876	0.016781797394076925	0.10081584988221307	0.022841947511863858	0.006060150117786933	0.04900742408078189	AAA	PMR
AAA_pri_bladder	0.017928288092982116	0.008887	0.018599	0.03312	0.020142	-0.042878	0.01719	BMI	0.008887	0.009041288092982115	-0.027658794833848484	-0.009730506740866368	-0.018771794833848485	-1.047048928290959	AAA	pri_bladder
AAA_pri_breast	-0.03983238851932375	-0.027365	-0.039866	-0.045802	-0.040746	-0.042665	-0.039168	BMI	-0.027365	0.012467388519323747	-0.037994387664941266	0.0018380008543824808	-0.010629387664941266	-0.2668528817895183	AAA	pri_breast
AAA_pri_colorectal	-0.06712204206165526	-0.075155	-0.066904	-0.093485	-0.066645	-0.056906	-0.066918	SMK	-0.056906	0.010216042061655259	-0.09114354745802354	-0.024021505396368284	-0.03423754745802354	-0.5100790501363842	AAA	pri_colorectal
AAA_pri_prost	0.0039973178953299285	0.023731	0.004068	-0.015125	0.003558	0.027003	0.005148	FG	0.003558	0.0004393178953299285	0.021319965561909734	-0.017322647666579805	-0.017761965561909735	-4.443470853959616	AAA	pri_prost
AAA_pri_skin	-0.08843116255338204	-0.064299	-0.088275	-0.09198	-0.086877	-0.081521	-0.088399	BMI	-0.064299	0.024132162553382047	-0.06716981223974165	0.02126135031364039	-0.0028708122397416574	-0.032463807518177464	AAA	pri_skin
AAA_psoriasis	0.13109426069704322	0.091307	0.130949	0.13031	0.129761	0.076914	0.129181	SMK	0.076914	0.05418026069704322	0.051765191860092874	0.07932906883695034	0.025148808139907122	0.19183759842870332	AAA	psoriasis
AAA_RA	0.2704702050840726	0.237766	0.271032	0.2766	0.268427	0.205603	0.269427	SMK	0.205603	0.0648672050840726	0.19786037670613113	0.07260982837794147	0.007742623293868878	0.028626529459916557	AAA	RA
AAA_raynauds	-0.03444173645282694	-0.007303	-0.034588	-0.014788	-0.028975	-0.062932	-0.037755	BMI	-0.007303	0.027138736452826943	-0.021228994141062038	0.013212742311764905	-0.013925994141062038	-0.4043348441544389	AAA	raynauds
AAA_retinal_detach	0.08046461998008324	0.10133	0.080443	0.091727	0.083398	0.105936	0.080137	SLEEP	0.080137	0.000327619980083238	0.12986532717614155	-0.04940070719605831	-0.04972832717614155	-0.6180148143177759	AAA	retinal_detach
AAA_schizo	0.03253033595851277	0.062507	0.032935	0.034156	0.032493	-0.004866	0.036014	SMK	-0.004866	0.02766433595851277	0.025339377340437372	0.007190958618075397	-0.020473377340437374	-0.6293626160685178	AAA	schizo
AAA_scoliosis	0.11504661943645285	0.130921	0.115097	0.11311	0.118669	0.106401	0.113554	SMK	0.106401	0.008645619436452853	0.11848370959380775	-0.0034370901573548968	-0.01208270959380775	-0.10502446445618296	AAA	scoliosis
AAA_sinusitis	0.17993514299112137	0.169528	0.179876	0.20176	0.180205	0.134239	0.178424	SMK	0.134239	0.045696142991121375	0.15783141345427254	0.022103729536848832	-0.023592413454272543	-0.13111620699596563	AAA	sinusitis
AAA_sleep_apnoea	0.3048542086570067	0.207868	0.305282	0.298634	0.303173	0.263714	0.304091	BMI	0.207868	0.09698620865700669	0.18466614107077955	0.12018806758622713	0.023201858929220442	0.07610804860275029	AAA	sleep_apnoea
AAA_spondylolisthesis	0.3229922636455038	0.287863	0.323009	0.32123	0.321426	0.277276	0.322349	SMK	0.277276	0.045716263645503796	0.25640642937300523	0.06658583427249859	0.020869570626994793	0.06461322135535709	AAA	spondylolisthesis
AAA_spondylosis	0.26785049438755476	0.190291	0.268097	0.261755	0.265794	0.186044	0.269738	SMK	0.186044	0.08180649438755477	0.12794738185626686	0.1399031125312879	0.058096618143733125	0.21689942472039167	AAA	spondylosis
AAA_stroke_all	0.3515922212051168	0.306858	0.365585	0.365161	0.350214	0.311794	0.352753	BMI	0.306858	0.044734221205116775	0.3030050662959576	0.048587154909159214	0.0038529337040424383	0.010958529431726705	AAA	stroke_all
AAA_tendon	0.1729018959463464	0.117028	0.172797	0.160228	0.169789	0.097984	0.173207	SMK	0.097984	0.07491789594634639	0.055182351099406626	0.11771954484693976	0.042801648900593375	0.24754875397014303	AAA	tendon
AAA_thromboembolic	0.2898008786847804	0.228409	0.290029	0.30237	0.288792	0.258157	0.288842	BMI	0.228409	0.06139187868478038	0.23486293572236264	0.054937942962417746	-0.006453935722362636	-0.022270242076742126	AAA	thromboembolic
AAA_TIA	0.4685103377380105	0.443548	0.4788	0.473159	0.467688	0.43273	0.46801	SMK	0.43273	0.03578033773801048	0.43151532163945056	0.03699501609855993	0.0012146783605494482	0.0025926393991944157	AAA	TIA
AAA_tinnitus	-0.018101630711903884	0.004456	-0.017917	-0.002181	-0.012815	-0.027203	-0.021798	ApoB	-0.002181	0.015920630711903885	0.006875846085377745	0.011225784626526139	-0.004694846085377746	-0.2593603946571703	AAA	tinnitus
AAA_ulc_colitis	-0.06446423182092617	-0.05688	-0.064676	-0.056566	-0.064477	-0.069564	-0.064641	ApoB	-0.056566	0.007898231820926173	-0.055368486546196444	0.009095745274729727	0.0011975134538035545	0.018576401517202624	AAA	ulc_colitis
AAA_ulcer_peptic	0.3121522502064216	0.257285	0.313939	0.303981	0.310655	0.21656	0.312804	SMK	0.21656	0.09559225020642162	0.17632450617537962	0.135827744031042	0.04023549382462038	0.12889701675388612	AAA	ulcer_peptic
AAA_urine_incont	0.17596512513618598	0.108037	0.175869	0.185468	0.173084	0.107313	0.174294	SMK	0.107313	0.06865212513618597	0.07253426325411741	0.10343086188206857	0.034778736745882596	0.19764562278443545	AAA	urine_incont
AAA_urolithiasis	0.10582417865351819	0.077642	0.105913	0.095308	0.105332	0.101054	0.105353	BMI	0.077642	0.028182178653518186	0.06913192808716155	0.03669225056635664	0.008510071912838452	0.08041708446140186	AAA	urolithiasis
AAA_valve_nonrheumatic	0.22861515967109697	0.192394	0.237346	0.238	0.226366	0.208647	0.227427	BMI	0.192394	0.03622115967109696	0.19931042817724468	0.029304731493852293	-0.006916428177244666	-0.030253585051818792	AAA	valve_nonrheumatic
AF_alc_problems	0.12519319320280295	0.102988	0.10545	0.127139	0.123857	0.080303	0.121224	SMK	0.080303	0.04489019320280295	0.05492365457565225	0.0702695386271507	0.02537934542434775	0.20272144814802545	AF	alc_problems
AF_allergic_rhinitis	0.06565303756215957	0.058917	0.069502	0.067627	0.068861	0.070552	0.062772	BMI	0.058917	0.006736037562159569	0.06483809911542487	0.0008149384467346921	-0.005921099115424877	-0.09018774051115071	AF	allergic_rhinitis
AF_anxiety	0.11609775176011958	0.125355	0.115331	0.113932	0.112958	0.089833	0.11384	SMK	0.089833	0.02626475176011958	0.10686929919838963	0.009228452561729952	-0.01703629919838963	-0.14674099144994573	AF	anxiety
AF_asthma	0.11994320734420566	0.069001	0.105609	0.120983	0.114604	0.09794	0.117018	BMI	0.069001	0.05094220734420565	0.04722264346873033	0.07272056387547533	0.02177835653126968	0.18157223750713525	AF	asthma
AF_b12_def	0.05546042837571849	-0.014143	0.034807	0.060981	0.046842	0.031824	0.048854	BMI	-0.014143	0.04131742837571849	-0.0384334460330443	0.01702698234267419	-0.0242904460330443	-0.43797797356500523	AF	b12_def
AF_BPH	0.11215784845262455	0.116012	0.120289	0.108306	0.111099	0.116886	0.109939	ApoB	0.108306	0.003851848452624554	0.1226207444270718	-0.010462895974447245	-0.014314744427071799	-0.12763034085054104	AF	BPH
AF_bursitis	0.1391780603098336	0.100653	0.140049	0.141992	0.13258	0.111426	0.134084	BMI	0.100653	0.03852506030983359	0.09121124154399457	0.047966818765839025	0.009441758456005436	0.06783941689506598	AF	bursitis
AF_carpal_tunnel	0.08864208597265662	0.012737	0.073648	0.093119	0.078114	0.068808	0.082547	BMI	0.012737	0.07590508597265662	-0.0007271756521695661	0.08791491032048705	0.012009824347830433	0.13548670720063039	AF	carpal_tunnel
AF_cataract	0.11843858825335332	0.098112	0.104825	0.117961	0.114767	0.105695	0.117013	BMI	0.098112	0.020326588253353317	0.08010809473049017	0.03833049352286315	0.01800390526950983	0.15201046833653128	AF	cataract
AF_cholelithiasis	0.1565441185632619	0.079749	0.149012	0.157084	0.14905	0.141428	0.155949	BMI	0.079749	0.07679511856326189	0.07602494035653173	0.08051917820673016	0.0037240596434682666	0.023789201904530936	AF	cholelithiasis
AF_CKD	0.12431476865787419	0.068317	0.077486	0.125176	0.118141	0.117719	0.123526	BMI	0.068317	0.05599776865787419	0.028927657437333845	0.09538711122054035	0.03938934256266616	0.3168516740844307	AF	CKD
AF_COPD	0.11961374889433432	0.054706	0.100088	0.126049	0.111291	0.065063	0.115823	BMI	0.054706	0.06490774889433432	0.003601614540471424	0.1160121343538629	0.05110438545952857	0.42724507786035293	AF	COPD
AF_coronary_heart	0.263373627302607	0.214206	0.209772	0.276173	0.258568	0.245717	0.261503	SBP	0.209772	0.05360162730260701	0.16812786838585897	0.09524575891674802	0.04164413161414102	0.15811807750323226	AF	coronary_heart
AF_deaf	-0.001961214587012465	-0.018682	0.017966	-0.000522	0.000123	-0.018943	-0.0026	FG	0.000123	0.0018382145870124648	-0.011359832419459497	-0.009398617832447033	-0.011236832419459497	-5.7295272500377745	AF	deaf
AF_depression	0.10803595403091011	0.088624	0.114222	0.108464	0.10361	0.077475	0.104689	SMK	0.077475	0.03056095403091011	0.07769225414735641	0.030343699883553704	-0.00021725414735640491	-0.002010943017120453	AF	depression
AF_diabetes_type_2	0.16705407974195208	0.058949	0.117723	0.173323	0.164455	0.152784	0.166395	BMI	0.058949	0.10810507974195208	0.050075481309730156	0.11697859843222191	0.008873518690269845	0.05311764132894415	AF	diabetes_type_2
AF_diverticuli	0.11175602046168566	0.080986	0.117785	0.113953	0.10608	0.097054	0.109984	BMI	0.080986	0.030770020461685657	0.08518003012722995	0.026575990334455707	-0.00419403012722995	-0.03752844911534612	AF	diverticuli
AF_ED	0.2213430742113148	0.157537	0.201515	0.221331	0.213322	0.197892	0.218482	BMI	0.157537	0.06380607421131479	0.14167460322633357	0.07966847098498123	0.015862396773666437	0.07166430135746063	AF	ED
AF_enthesopathy_lower	0.11495428487895042	0.045132	0.09328	0.111207	0.10982	0.08662	0.109306	BMI	0.045132	0.06982228487895042	0.002576125459555845	0.11237815941939457	0.042555874540444155	0.3701982452003116	AF	enthesopathy_lower
AF_enthesopathy_shoulder	0.053479670334567596	0.001117	0.045641	0.059079	0.045022	0.023968	0.046651	BMI	0.001117	0.052362670334567596	-0.016091668350443556	0.037388001984124036	-0.014974668350443556	-0.2800067438105428	AF	enthesopathy_shoulder
AF_enthesopathy_upper	0.07532887891199781	0.029269	0.073019	0.086355	0.06947	0.04361	0.067227	BMI	0.029269	0.04605987891199781	0.017635944250332887	0.057692934661664926	0.011633055749667113	0.15443022540209725	AF	enthesopathy_upper
AF_essential_tremor	0.035167404852268734	0.023457	0.032208	0.037013	0.039525	0.036031	0.031296	BMI	0.023457	0.011710404852268735	0.019012853628129538	0.016154551224139196	0.004444146371870461	0.12637117781478147	AF	essential_tremor
AF_female_genital_prolapse	0.09095279282639487	0.079828	0.101379	0.092967	0.086564	0.082761	0.089797	BMI	0.079828	0.011124792826394878	0.08983368813815781	0.0011191046882370603	-0.010005688138157817	-0.11000968554375304	AF	female_genital_prolapse
AF_fibromatosis	-0.02454039024087222	-0.008822	-0.023297	-0.022941	-0.023235	-0.035983	-0.024339	BMI	-0.008822	0.01571839024087222	-0.01658127771658287	0.007959112524289349	-0.007759277716582871	-0.3161839579738928	AF	fibromatosis
AF_fibromyalgia	0.10095399716606257	0.041406	0.085243	0.101025	0.097311	0.066136	0.094976	BMI	0.041406	0.05954799716606257	0.001969980920845642	0.09898401624521692	0.03943601907915436	0.390633557721194	AF	fibromyalgia
AF_gastritis_duodenitis	0.0692010300854412	0.010129	0.059438	0.076962	0.06324	0.034745	0.063641	BMI	0.010129	0.05907203008544121	-0.011829086688305422	0.057371943397135784	-0.0017000866883054213	-0.02456736100902481	AF	gastritis_duodenitis
AF_glaucoma	-0.0002442525868640571	0.009758	-0.01435	-0.001802	-0.004363	0.003698	0.00068	SLEEP	0.00068	-0.00043574741313594294	0.0007536448404673679	-0.0005093922536033109	-7.364484046736789e-05	-0.30151099487988703	AF	glaucoma
AF_GORD	0.16080177935260734	0.105652	0.150258	0.170686	0.153953	0.135763	0.157248	BMI	0.105652	0.05514977935260734	0.09559355507080132	0.06520822428180602	0.010058444929198676	0.06255182604131788	AF	GORD
AF_gout	0.20563968306939828	0.13021	0.165376	0.213482	0.197723	0.195531	0.203618	BMI	0.13021	0.07542968306939829	0.10461324552184063	0.10102643754755765	0.02559675447815936	0.12447380824605284	AF	gout
AF_HF	0.5946769746803872	0.580116	0.569289	0.593667	0.598116	0.591031	0.595813	SBP	0.569289	0.025387974680387115	0.5614091762229195	0.033267798457467634	0.007879823777080519	0.013250595050053148	AF	HF
AF_hypertension	0.3824167994340854	0.330287	0.340913	0.377964	0.379616	0.372026	0.381105	BMI	0.330287	0.05212979943408541	0.2794981754972799	0.10291862393680551	0.0507888245027201	0.1328101290996611	AF	hypertension
AF_hyperthyroid	0.1733857719056214	0.163731	0.151837	0.174266	0.165457	0.165293	0.175754	SBP	0.151837	0.021548771905621406	0.15137358649202826	0.02201218541359315	0.00046341350797174385	0.0026727308871917843	AF	hyperthyroid
AF_hypothyroid	0.09914887377339256	0.068119	0.101174	0.098542	0.098347	0.088484	0.098885	BMI	0.068119	0.031029873773392558	0.06531111602902596	0.03383775774436659	0.0028078839709740344	0.02831987761546873	AF	hypothyroid
AF_IBS	0.042207773641358796	0.040445	0.050381	0.038592	0.041678	0.029639	0.038293	SMK	0.029639	0.012568773641358798	0.034143924818913624	0.008063848822445173	-0.004504924818913625	-0.10673211188991293	AF	IBS
AF_IDA	0.1442873972202999	0.072176	0.106342	0.149236	0.133675	0.12214	0.139667	BMI	0.072176	0.0721113972202999	0.0357539035455389	0.108533493674761	0.0364220964544611	0.25242742717751965	AF	IDA
AF_insomnia	0.09844026674633273	0.07906	0.115668	0.096658	0.093805	0.06257	0.090932	SMK	0.06257	0.03587026674633273	0.07208587490756047	0.026354391838772265	-0.009515874907560465	-0.0966664884409709	AF	insomnia
AF_intervert_disc	0.13787580466390345	0.088469	0.128554	0.142478	0.132607	0.110384	0.134049	BMI	0.088469	0.049406804663903445	0.07007674078585008	0.06779906387805337	0.018392259214149928	0.13339729373826176	AF	intervert_disc
AF_isch_stroke_tia	0.4515748903844633	0.421482	0.415298	0.450217	0.448585	0.440405	0.450653	SBP	0.415298	0.0362768903844633	0.3823971473224888	0.0691777430619745	0.032900852677511194	0.07285802062532741	AF	isch_stroke_tia
AF_migraine	0.0808314140202473	0.076661	0.085568	0.086634	0.08489	0.067709	0.078608	SMK	0.067709	0.013122414020247289	0.07401003020400926	0.006821383816238036	-0.006301030204009253	-0.07795274003781402	AF	migraine
AF_OA	0.18344437695896332	0.099588	0.185856	0.186345	0.179343	0.163468	0.179615	BMI	0.099588	0.08385637695896332	0.09825469385066189	0.08518968310830143	0.0013333061493381038	0.007268176716238981	AF	OA
AF_osteoporosis	0.05808711622783132	0.101788	0.073147	0.054379	0.066088	0.053594	0.055134	SMK	0.053594	0.004493116227831315	0.09839039990726728	-0.04030328367943596	-0.044796399907267276	-0.7711933870424084	AF	osteoporosis
AF_periph_neuro	0.1778750860297378	0.095388	0.167747	0.187661	0.167819	0.150525	0.174024	BMI	0.095388	0.08248708602973781	0.10421626733521024	0.07365881869452758	-0.008828267335210235	-0.049631837331813256	AF	periph_neuro
AF_peripheral_arterial	0.25928996012713407	0.185635	0.193852	0.277623	0.252588	0.235833	0.256685	BMI	0.185635	0.07365496012713407	0.12235077221643376	0.1369391879107003	0.06328422778356624	0.24406740528070178	AF	peripheral_arterial
AF_PMR	0.1343671919397391	0.11956	0.124679	0.136566	0.132963	0.128781	0.131513	BMI	0.11956	0.01480719193973909	0.10985042052305863	0.02451677141668046	0.009709579476941371	0.07226153450684537	AF	PMR
AF_pri_bladder	0.10788869034271836	0.102218	0.131084	0.102493	0.112153	0.087865	0.106859	SMK	0.087865	0.020023690342718364	0.10216836971292025	0.005720320629798117	-0.014303369712920247	-0.13257524646452076	AF	pri_bladder
AF_pri_breast	0.04182808102150366	0.055092	0.041683	0.044074	0.040363	0.041702	0.042939	FG	0.040363	0.00146508102150366	0.05761854292938706	-0.0157904619078834	-0.01725554292938706	-0.4125348930187844	AF	pri_breast
AF_pri_colorectal	-0.020508488156693688	-0.026155	-0.010959	-0.010624	-0.019618	-0.015736	-0.020175	ApoB	-0.010624	0.009884488156693688	-0.004435767411629217	0.01607272074506447	0.006188232588370783	0.30174006689766786	AF	pri_colorectal
AF_pri_prost	-0.018201779503782167	-0.001498	-0.01621	-0.010316	-0.019021	-0.009921	-0.016472	BMI	-0.001498	0.016703779503782167	0.013918727608549874	0.004283051895232292	-0.012420727608549875	-0.6823908401905956	AF	pri_prost
AF_pri_skin	0.023168805800236957	0.048083	0.030735	0.023758	0.026287	0.027376	0.023277	SLEEP	0.023277	-0.00010819419976304187	0.053991511015649564	-0.030822705215412607	-0.030714511015649565	-1.325683821620855	AF	pri_skin
