disease	exposure	rg	rg.SE	rg.Z	p	gcov	intercept_d	p_bh
fibromatosis	ApoB	0.017560804901472465	0.03319420512103069	0.5290322463647895	0.5967830806849117	0.003015285994161215	-0.004566588418314227	0.704237097982749
pri_bladder	SLEEP	-0.03047320259163786	0.0581954945697347	-0.5236350823537091	0.6005323757483456	-0.002983456003204174	0.0016768185308529695	0.7047570029443395
migraine	SBP	-0.013439564038857007	0.02604205232931338	-0.5160716163575635	0.6058043910821829	-0.0012219720059047162	-0.005550082437075248	0.7070484126055067
allergic_rhinitis	ApoB	0.016837115356587468	0.03471302643486513	0.4850373789269084	0.6276498309495628	0.0011236701455559423	6.895058179698416e-4	0.7285526648079393
IBS	BMI	0.01252592841452229	0.02570286658745661	0.4873358530614299	0.626020343936327	0.0031585561285545423	0.019845897247283594	0.7286466298275283
AAA	SLEEP	-0.024674667239249996	0.05193238271987401	-0.47513065927181586	0.6346938468490648	-0.0029261585141014215	-0.00603480113734676	0.7347271161894066
tinnitus	SBP	-0.030846739881998323	0.06958835399196968	-0.4432744577570833	0.657567228433036	-0.0027682250002019396	-0.010457367261966036	0.7591426539633425
scoliosis	ApoB	0.021685123651552972	0.050606526888743245	0.4285044832107722	0.6682838702444232	0.002494191298682715	-0.013679540332837437	0.7652928191508717
bursitis	ApoB	0.021572792832269955	0.05021630096846934	0.4295974099290078	0.6674885215014648	0.0013789705287468766	-0.011499223592763973	0.7664423454437304
raynauds	SBP	0.021864575000707608	0.050621866674580906	0.4319195722524909	0.6657998691036116	0.0027889278350187218	-0.012852382097299138	0.766569579021996
AAA	FG	0.03452988087609217	0.08136601028581315	0.4243772154343021	0.6712907346209138	0.004512798689014044	-0.0036898495143074545	0.7666752089772367
insomnia	ApoB	-0.02326976086178567	0.05836004400421124	-0.3987276099398851	0.6900939215870394	-0.0017263585597728343	9.340734992245963e-4	0.7860428090804246
cataract	ApoB	-0.010727521073441885	0.027131824646583716	-0.39538516901009946	0.6925586527118949	-6.878953057965204e-4	-0.023952976289420932	0.7867466294807126
hypothyroid	ApoB	-0.011103441941652152	0.028612813902607056	-0.3880583706113736	0.6979728380369226	-0.0011506420342910055	0.004927969276427902	0.7907883750099175
BPH	FG	0.021108155379908546	0.05527352695588301	0.38188544394419016	0.7025463375698469	0.0015261922967611244	-0.0024758214585591334	0.7938587262725589
hypothyroid	FG	0.016319831793982477	0.043046536595388346	0.3791206699711784	0.7045982576365042	0.0015552880973243174	-7.900956974137162e-4	0.7940710522570127
fibromatosis	FG	-0.022125459994183427	0.06009708330917357	-0.36816196021290215	0.7127524726871641	-0.0034937269657644722	-0.0018228049602177407	0.7969358356029709
urolithiasis	SBP	-0.012523700550468253	0.03356488395566997	-0.3731191374595138	0.7090597758875512	-0.0016239217658009079	0.012144763388828313	0.7969906715780919
retinal_detach	SLEEP	-0.014626679132957583	0.03957618992852512	-0.36958280115830927	0.7116933678379587	-0.0017118428771789112	0.00458664604314	0.7978457228920274
alc_problems	FG	0.026325013818049595	0.07232888084274175	0.36396268698372	0.7158858726600781	0.002166660556479066	-4.3672923191859263e-4	0.7983439312910818
alc_problems	ApoB	0.01361616164035105	0.037943111518112214	0.35885727594721245	0.7197018624601352	0.001218609071747792	-0.01588505426254811	0.8005038992376439
OA	SBP	0.008275766994679797	0.024198884290825187	0.34198960973657316	0.7323587115785934	5.786477935889801e-4	0.02456952504040859	0.8124604456575021
allergic_rhinitis	SBP	-0.010935466159966814	0.03252172938581505	-0.33625106556407536	0.7366815476333148	-8.260748709498979e-4	-0.00816502538207692	0.8130216043828812
essential_tremor	ApoB	0.0170575670168779	0.051150544766146305	0.33347771944292864	0.7387737051941976	0.003614348725628301	-0.0026776218770176515	0.8132237685083415
pri_prost	SBP	-0.011214039102122916	0.03321307532491051	-0.3376392879135811	0.7356350315896887	-0.0013910822828437084	0.007909163021313208	0.8139753856031361
stroke_all	ApoB	-0.01686986962899315	0.051122605580645644	-0.3299884549581695	0.7414086855845388	-0.0010605570795614262	-0.020069405149778403	0.8140208764407565
hypothyroid	SLEEP	-0.00894624240491296	0.028146374643349775	-0.3178470591070141	0.750600952256732	-7.736267808204286e-4	0.0014107956741487861	0.8219948731654699
essential_tremor	SBP	0.01753524312057152	0.056066054821556764	0.31276042475935756	0.7544626844405999	0.004205675041683129	-0.006591024818524846	0.8241053937735784
ulc_colitis	SMK	0.007301475860769994	0.024103802742131593	0.3029180058799426	0.7619523489458855	7.348529670844595e-4	0.013629081625830567	0.8301578021763355
urolithiasis	FG	0.016485791168534065	0.05746852386688433	0.28686644547753626	0.7742145837642782	0.001736776074858783	0.005433122093899087	0.8392249686605153
PMR	ApoB	0.015701905998704985	0.05432183887690798	0.2890532854435421	0.772540601149706	0.0018822110558934482	0.0025663809172089625	0.839546673698405
valve_nonrheumatic	ApoB	-0.013414144054412717	0.047429208666597715	-0.2828245385392589	0.7773113429470868	-9.723294577967099e-4	-0.014971536985023617	0.8404432286686776
PMR	FG	0.02784896929390458	0.1023372563051751	0.27212933294652225	0.7855225758975095	0.0030699947601023916	0.001812809214341558	0.8471711831198457
pri_breast	SBP	0.005119284231391034	0.02026089645377029	0.252668199705369	0.800524623618196	5.099063699119149e-4	-0.0032733057893689953	0.8611704284377564
fibromatosis	SBP	-0.008399611271188372	0.03409849634054929	-0.24633377341040438	0.8054238678602734	-0.001632503929657492	-0.001958831556469855	0.8642583569483034
pri_colorectal	SLEEP	0.009207082507808871	0.03881728450134448	0.23719027814761162	0.8125091780627139	7.281797616734019e-4	0.005894642055350272	0.8696706277756687
ulc_colitis	SLEEP	-0.006324724677130161	0.027434859388470345	-0.2305360704632648	0.8176752380174119	-7.216088115521347e-4	-0.004870115800428424	0.873006645101297
pri_colorectal	FG	-0.015192530808186298	0.06917765622988285	-0.2196161540613679	0.826170109421466	-0.001324192217995572	0.0048193584899619965	0.8776769740986147
ED	ApoB	-0.01107677709367402	0.05041674276675274	-0.21970433799976835	0.826101425977675	-7.751789174851223e-4	-0.031164013651583028	0.8797980186662238
asthma	ApoB	0.004737135686644691	0.022320022620237835	0.21223704685448985	0.8319221058100312	5.043432304392032e-4	-0.004305227514081516	0.8815890972016748
bursitis	SBP	0.010759105116346252	0.05265970155741269	0.20431382628737546	0.8381082660451564	7.784589524810877e-4	-0.010161716640838	0.8859407477301158
pri_prost	FG	0.012779931353228968	0.0676889330089524	0.18880385293617674	0.8502465519498025	0.0012880148789745011	-0.005350232409160104	0.8943334101990514
fibromatosis	SLEEP	0.005789988433920508	0.03041621585620182	0.19035860546537836	0.8490281325841759	8.296024258905446e-4	0.0034418550721030516	0.8952623378239082
pri_breast	SMK	0.0034633878331442915	0.02074553044658768	0.16694621726165432	0.8674123672919782	2.24341276263327e-4	0.003705250122900185	0.9034661820693953
IBS	FG	0.009960225782559114	0.05747960885025806	0.1732827689991213	0.8624291671528009	0.0015820321218230839	0.003788251752038921	0.9049133625790473
schizo	ApoB	-0.0031578212806963662	0.018573984708298442	-0.17001313020816272	0.8649998105664167	-5.585255420891228e-4	0.0026145230387226433	0.9053806371039153
pri_skin	ApoB	0.004873253288869231	0.029127796405503847	0.1673059376351726	0.8671293324324403	4.5363445075245534e-4	-0.005454190169882662	0.905385038275048
BPH	BMI	-0.004532198766309665	0.02885255301636706	-0.15708137729575283	0.8751807141384853	-5.202360967192758e-4	0.010388729398429691	0.9093341078609627
RA	ApoB	0.005221116298769023	0.03690897973457687	0.14145924206834157	0.8875071563210389	5.751722623584317e-4	-0.008771744848535521	0.919897928449544
scoliosis	SBP	-0.0071445282933590435	0.052157873806218065	-0.13697890216735215	0.8910474715342362	-9.301486767595018e-4	-0.008769022825101693	0.9213257836737491
essential_tremor	SMK	-0.005741001495388324	0.044550187856876054	-0.12886593236895263	0.8974637338835507	-8.954440323710757e-4	-0.003356808921174361	0.9257131976619676
pri_skin	SLEEP	0.002409829250954765	0.026172065215578952	0.09207638874139405	0.926637347801669	1.8718952440435912e-4	0.010777624533139301	0.94663671502041
AAA	SBP	0.006261814876279394	0.06658818922155281	0.09403792098092693	0.9250790336045304	0.0010072783484238576	0.007568934818617702	0.9473165103738701
fibromyalgia	ApoB	-0.004216704929151707	0.04402873895617387	-0.09577164890752397	0.9237019347249958	-5.477884948328438e-4	0.013756825681081445	0.9481856004646946
retinal_detach	SBP	0.003761349788463926	0.03835617602048244	0.09806373259042667	0.9218816858792565	5.971241266012012e-4	-0.004712963953912081	0.9486028941656118
CKD	ApoB	0.002709210512902083	0.03671061809225202	0.07379909829068983	0.9411702445303328	1.861557753671078e-4	-0.03512066763966453	0.9591830721768464
cholelithiasis	ApoB	-0.0021496934739455155	0.03581911159099469	-0.06001526499294783	0.9521434768989053	-1.940821172279063e-4	-0.002073788413406598	0.9680504084938751
sinusitis	FG	-0.004644833484017968	0.09309477582897266	-0.049893599749905815	0.9602071776128513	-2.860258188200602e-4	-2.2085926414706523e-4	0.9739244230073206
schizo	FG	0.0016310708899592873	0.03723060574948125	0.04380994767945762	0.9650558975973952	2.653022232105181e-4	-0.0014489943114916804	0.9742033468637211
depression	ApoB	-9.099481295791514e-4	0.019613663093111695	-0.04639358416932962	0.9629965500998239	-7.443891429404985e-5	-0.0067623252386481356	0.9744335637589667
hypothyroid	SBP	0.0010954217989530193	0.02913796713399677	0.037594311020926856	0.9700111438648256	1.284916611105893e-4	-0.011376367660830321	0.9768906555234412
spondylolisthesis	SBP	-0.0015660783484608277	0.04864185467578249	-0.03219610680759131	0.9743156608887265	-2.570357724447721e-4	-0.0019121464655467194	0.9789114894778242
hyperthyroid	ApoB	5.091113722279596e-4	0.04264784826741452	0.011937562923120574	0.9904754290677119	5.012203975212965e-5	-0.010935773983179138	0.9904754290677119
ulc_colitis	FG	-7.50726838997187e-4	0.05140167905923494	-0.014605103427303505	0.9883472277415207	-9.439445460124459e-5	0.0017336788382670502	0.9906727506303242
